[FAIL 1] built-ins/AbstractModuleSource/throw-from-constructor.js | Exception in /tmp/repro_built-ins__AbstractModuleSource__throw-from-constructor.js: TypeError: Cannot read properties of undefined (reading 'sameValue')
[FAIL 1] built-ins/StringIteratorPrototype/next/next-missing-internal-slots.js | Exception in /tmp/repro_built-ins__StringIteratorPrototype__next__next-missing-internal-slots.js: Expected a TypeError to be thrown but no exception was thrown at all
[FAIL 1] built-ins/Promise/race/S25.4.4.3_A7.1_T1.js | Exception in /tmp/repro_built-ins__Promise__race__S25.4.4.3_A7.1_T1.js: The value of sequence.length is expected to be 4 Expected SameValue(«2», «4») to be true
[FAIL 1] built-ins/Date/prototype/getUTCFullYear/not-a-constructor.js | Exception in /tmp/repro_built-ins__Date__prototype__getUTCFullYear__not-a-constructor.js: isConstructor invoked with a non-function value
[FAIL 1] built-ins/Promise/any/invoke-resolve-get-error-reject.js | Exception in /tmp/repro_built-ins__Promise__any__invoke-resolve-get-error-reject.js: TypeError: is not a function
[FAIL 1] built-ins/String/prototype/valueOf/non-generic-realm.js | Exception in /tmp/repro_built-ins__String__prototype__valueOf__non-generic-realm.js: TypeError: Cannot read properties of undefined (reading 'createRealm')
[FAIL 1] built-ins/Function/15.3.5.4_2-3gs.js | Exception in /tmp/repro_built-ins__Function__15.3.5.4_2-3gs.js: Expected a TypeError to be thrown but no exception was thrown at all
[FAIL 1] built-ins/Promise/all/ctx-ctor.js | Exception in /tmp/repro_built-ins__Promise__all__ctx-ctor.js: Expected SameValue(«[object Object]», «[object Object]») to be true
[FAIL 1] built-ins/Promise/any/reject-all-mixed.js | Exception in /tmp/repro_built-ins__Promise__any__reject-all-mixed.js: TypeError: is not a function
[FAIL 1] built-ins/Array/prototype/map/15.4.4.19-5-7.js | Exception in /tmp/repro_built-ins__Array__prototype__map__15.4.4.19-5-7.js: testResult[0] Expected SameValue(«false», «true») to be true
[FAIL 1] built-ins/Date/prototype/setUTCHours/arg-coercion-order.js | Exception in /tmp/repro_built-ins__Date__prototype__setUTCHours__arg-coercion-order.js: TypeError: function is not a constructor
[FAIL 1] built-ins/Object/defineProperties/15.2.3.7-6-a-103.js | Exception in /tmp/repro_built-ins__Object__defineProperties__15.2.3.7-6-a-103.js: Expected obj[foo] to be writable, but was not.
[FAIL 1] built-ins/Array/prototype/join/coerced-separator-grow.js | Exception in /tmp/repro_built-ins__Array__prototype__join__coerced-separator-grow.js: Expected SameValue(«""», «"0.0.0.0"») to be true
[FAIL 1] built-ins/Function/prototype/toString/AsyncFunction.js | Exception in /tmp/repro_built-ins__Function__prototype__toString__AsyncFunction.js: TypeError: is not a function
[FAIL 1] built-ins/Promise/any/invoke-resolve-get-once-multiple-calls.js | Exception in /tmp/repro_built-ins__Promise__any__invoke-resolve-get-once-multiple-calls.js: Expected SameValue(«0», «1») to be true
[FAIL 1] built-ins/Array/prototype/lastIndexOf/15.4.4.15-8-9.js | 
[FAIL 1] built-ins/Promise/executor-function-name.js | Exception in /tmp/repro_built-ins__Promise__executor-function-name.js: TypeError: Object.getOwnPropertyDescriptor called on null or undefined
[FAIL 1] built-ins/Promise/allSettled/iter-returns-false-reject.js | Exception in /tmp/repro_built-ins__Promise__allSettled__iter-returns-false-reject.js: TypeError: is not a function
[FAIL 1] built-ins/SuppressedError/proto-from-ctor-realm.js | Exception in /tmp/repro_built-ins__SuppressedError__proto-from-ctor-realm.js: TypeError: Cannot read properties of undefined (reading 'createRealm')
[FAIL 1] built-ins/Array/prototype/forEach/15.4.4.18-7-b-5.js | Exception in /tmp/repro_built-ins__Array__prototype__forEach__15.4.4.18-7-b-5.js: testResult !== true
[FAIL 1] built-ins/Promise/prototype/catch/name.js | Exception in /tmp/repro_built-ins__Promise__prototype__catch__name.js: obj should have an own property name
[FAIL 1] built-ins/Array/prototype/flat/target-array-with-non-configurable-property.js | Exception in /tmp/repro_built-ins__Array__prototype__flat__target-array-with-non-configurable-property.js: Expected a TypeError to be thrown but no exception was thrown at all
[FAIL 1] built-ins/Promise/allKeyed/prop-desc.js | Exception in /tmp/repro_built-ins__Promise__allKeyed__prop-desc.js: obj should have an own property allKeyed
[FAIL 1] built-ins/Promise/prototype/then/rxn-handler-identity.js | Exception in /tmp/repro_built-ins__Promise__prototype__then__rxn-handler-identity.js: TypeError: is not a function
[FAIL 1] built-ins/String/prototype/matchAll/cstm-matchall-on-boolean-primitive.js | Exception in /tmp/repro_built-ins__String__prototype__matchAll__cstm-matchall-on-boolean-primitive.js: TypeError: Cannot convert undefined or null to object
[FAIL 1] built-ins/Promise/prototype/then/S25.4.5.3_A5.3_T1.js | Exception in /tmp/repro_built-ins__Promise__prototype__then__S25.4.5.3_A5.3_T1.js: The value of sequence.length is expected to be 4 Expected SameValue(«2», «4») to be true
[FAIL 1] built-ins/Promise/allSettled/ctx-non-ctor.js | Exception in /tmp/repro_built-ins__Promise__allSettled__ctx-non-ctor.js: Expected a TypeError to be thrown but no exception was thrown at all
[FAIL 1] built-ins/Function/prototype/toString/line-terminator-normalisation-CR.js | Exception in /tmp/repro_built-ins__Function__prototype__toString__line-terminator-normalisation-CR.js: TypeError: is not a function
[FAIL 1] built-ins/Array/length/define-own-prop-length-overflow-realm.js | Exception in /tmp/repro_built-ins__Array__length__define-own-prop-length-overflow-realm.js: TypeError: Cannot read properties of undefined (reading 'createRealm')
[FAIL 1] built-ins/Object/prototype/S15.2.4_A1_T2.js | Exception in /tmp/repro_built-ins__Object__prototype__S15.2.4_A1_T2.js: The result of evaluating (e instanceof TypeError) is expected to be true Expected SameValue(«false», «true») to be true
[FAIL 1] built-ins/Number/return-abrupt-tonumber-value.js | Exception in /tmp/repro_built-ins__Number__return-abrupt-tonumber-value.js: Error
[FAIL 1] built-ins/Array/prototype/sort/precise-prototype-accessors.js | Exception in /tmp/repro_built-ins__Array__prototype__sort__precise-prototype-accessors.js: Expected SameValue(«undefined», «"get"») to be true
[FAIL 1] built-ins/Date/prototype/S15.9.5_A14_T1.js | Exception in /tmp/repro_built-ins__Date__prototype__S15.9.5_A14_T1.js: TypeError: is not a function
[FAIL 1] built-ins/Object/prototype/toString/proxy-function-async.js | Exception in /tmp/repro_built-ins__Object__prototype__toString__proxy-function-async.js: TypeError: function is not a constructor
[FAIL 1] built-ins/Object/defineProperties/15.2.3.7-6-a-212.js | Exception in /tmp/repro_built-ins__Object__defineProperties__15.2.3.7-6-a-212.js: obj['0'] descriptor should not be writable
[FAIL 1] built-ins/Array/prototype/reduceRight/15.4.4.22-8-b-iii-1-15.js | Exception in /tmp/repro_built-ins__Array__prototype__reduceRight__15.4.4.22-8-b-iii-1-15.js: testResult !== true
[FAIL 1] built-ins/Array/prototype/every/15.4.4.16-5-7.js | Exception in /tmp/repro_built-ins__Array__prototype__every__15.4.4.16-5-7.js: [11].every(callbackfn, eval) !== true
[FAIL 1] built-ins/Promise/prototype/then/reject-settled-rejected.js | Exception in /tmp/repro_built-ins__Promise__prototype__then__reject-settled-rejected.js: Error
[FAIL 1] built-ins/Promise/any/reject-immed.js | Exception in /tmp/repro_built-ins__Promise__any__reject-immed.js: TypeError: is not a function
[FAIL 1] built-ins/Object/defineProperties/15.2.3.7-6-a-261.js | Exception in /tmp/repro_built-ins__Object__defineProperties__15.2.3.7-6-a-261.js: Expected obj[0] to be writable, but was not.
[FAIL 1] built-ins/Array/prototype/reduce/resizable-buffer-shrink-mid-iteration.js | Exception in /tmp/repro_built-ins__Array__prototype__reduce__resizable-buffer-shrink-mid-iteration.js: TypeError: Array.prototype.map callback is not a function
[FAIL 1] built-ins/decodeURIComponent/S15.1.3.2_A1.3_T2.js | Exception in /tmp/repro_built-ins__decodeURIComponent__S15.1.3.2_A1.3_T2.js: #00F8-00FF 
[FAIL 1] built-ins/Date/construct_with_date.js | Exception in /tmp/repro_built-ins__Date__construct_with_date.js: TypeError: function is not a constructor
[FAIL 1] built-ins/Date/value-symbol-to-prim-invocation.js | Exception in /tmp/repro_built-ins__Date__value-symbol-to-prim-invocation.js: TypeError: function is not a constructor
[FAIL 1] built-ins/Array/prototype/toSpliced/elements-read-in-order.js | Exception in /tmp/repro_built-ins__Array__prototype__toSpliced__elements-read-in-order.js: TypeError: Array.prototype.map callback is not a function
[FAIL 1] built-ins/Date/prototype/getTimezoneOffset/prop-desc.js | Exception in /tmp/repro_built-ins__Date__prototype__getTimezoneOffset__prop-desc.js: obj should have an own property getTimezoneOffset
[FAIL 1] built-ins/Array/prototype/lastIndexOf/15.4.4.15-5-30.js | Exception in /tmp/repro_built-ins__Array__prototype__lastIndexOf__15.4.4.15-5-30.js: Expected a TypeError to be thrown but no exception was thrown at all
[FAIL 1] built-ins/Array/prototype/map/target-array-with-non-configurable-property.js | Exception in /tmp/repro_built-ins__Array__prototype__map__target-array-with-non-configurable-property.js: Expected a TypeError to be thrown but no exception was thrown at all
[FAIL 1] built-ins/Object/keys/15.2.3.14-3-4.js | Exception in /tmp/repro_built-ins__Object__keys__15.2.3.14-3-4.js: testArgs2(1, 2) !== true
[FAIL 1] built-ins/Object/prototype/__lookupGetter__/lookup-own-acsr-wo-getter.js | Exception in /tmp/repro_built-ins__Object__prototype____lookupGetter____lookup-own-acsr-wo-getter.js: TypeError: is not a function
[FAIL 1] built-ins/Array/prototype/reduceRight/15.4.4.22-9-b-16.js | Exception in /tmp/repro_built-ins__Array__prototype__reduceRight__15.4.4.22-9-b-16.js: testResult !== true
[FAIL 1] built-ins/Array/prototype/findIndex/resizable-buffer-shrink-mid-iteration.js | Exception in /tmp/repro_built-ins__Array__prototype__findIndex__resizable-buffer-shrink-mid-iteration.js: TypeError: Array.prototype.map callback is not a function
[FAIL 1] built-ins/Object/defineProperty/15.2.3.6-4-148.js | Exception in /tmp/repro_built-ins__Object__defineProperty__15.2.3.6-4-148.js: arrObj.length Expected SameValue(«2», «2») to be true
[FAIL 1] built-ins/Date/prototype/getHours/length.js | Exception in /tmp/repro_built-ins__Date__prototype__getHours__length.js: TypeError: Object.getOwnPropertyDescriptor called on null or undefined
[FAIL 1] built-ins/Object/defineProperty/15.2.3.6-3-145.js | Exception in /tmp/repro_built-ins__Object__defineProperty__15.2.3.6-3-145.js: TypeError: function is not a constructor
[FAIL 1] built-ins/Object/getOwnPropertyNames/proxy-invariant-duplicate-symbol-entry.js | Exception in /tmp/repro_built-ins__Object__getOwnPropertyNames__proxy-invariant-duplicate-symbol-entry.js: TypeError: function is not a constructor
[FAIL 1] built-ins/Object/create/15.2.3.5-4-17.js | Exception in /tmp/repro_built-ins__Object__create__15.2.3.5-4-17.js: newObj.hasOwnProperty("prop") Expected SameValue(«true», «false») to be true
[FAIL 1] built-ins/Set/proto-from-ctor-realm.js | Exception in /tmp/repro_built-ins__Set__proto-from-ctor-realm.js: TypeError: Cannot read properties of undefined (reading 'createRealm')
[FAIL 1] built-ins/String/prototype/match/S15.5.4.10_A1_T14.js | 
[FAIL 1] built-ins/Promise/reject/length.js | Exception in /tmp/repro_built-ins__Promise__reject__length.js: obj should have an own property length
[FAIL 1] built-ins/String/prototype/replace/S15.5.4.11_A1_T14.js | 
[FAIL 1] built-ins/Object/prototype/toString/proxy-revoked.js | Exception in /tmp/repro_built-ins__Object__prototype__toString__proxy-revoked.js: TypeError: is not a function
[FAIL 1] built-ins/Date/prototype/toJSON/not-a-constructor.js | Exception in /tmp/repro_built-ins__Date__prototype__toJSON__not-a-constructor.js: isConstructor invoked with a non-function value
[FAIL 1] built-ins/Function/prototype/Symbol.hasInstance/value-positive.js | Exception in /tmp/repro_built-ins__Function__prototype__Symbol.hasInstance__value-positive.js: TypeError: is not a function
[FAIL 1] built-ins/Function/length/S15.3.5.1_A3_T2.js | Exception in /tmp/repro_built-ins__Function__length__S15.3.5.1_A3_T2.js: TypeError: is not a function
[FAIL 1] built-ins/Object/getOwnPropertyDescriptor/15.2.3.3-4-158.js | Exception in /tmp/repro_built-ins__Object__getOwnPropertyDescriptor__15.2.3.3-4-158.js: TypeError: Cannot read properties of undefined (reading 'value')
[FAIL 1] built-ins/Array/prototype/forEach/15.4.4.18-7-b-14.js | Exception in /tmp/repro_built-ins__Array__prototype__forEach__15.4.4.18-7-b-14.js: testResult !== true
[FAIL 1] built-ins/Promise/allSettled/invoke-resolve-return.js | Exception in /tmp/repro_built-ins__Promise__allSettled__invoke-resolve-return.js: new `then` method invoked exactly once Expected SameValue(«0», «1») to be true
[FAIL 1] built-ins/Object/prototype/valueOf/S15.2.4.4_A11.js | Exception in /tmp/repro_built-ins__Object__prototype__valueOf__S15.2.4.4_A11.js: The value of !!Object.prototype.valueOf.hasOwnProperty("length") is expected to be true
[FAIL 1] built-ins/Promise/resolve-prms-cstm-then-immed.js | Exception in /tmp/repro_built-ins__Promise__resolve-prms-cstm-then-immed.js: TypeError: is not a function
[FAIL 1] built-ins/Date/S15.9.3.1_A4_T1.js | Exception in /tmp/repro_built-ins__Date__S15.9.3.1_A4_T1.js: `new Date(new PoisonedValueOf(1), new PoisonedValueOf(2))` throws a Test262Error exception Expected a Test262Error but got a TypeError
[FAIL 1] built-ins/Array/prototype/concat/create-proxy.js | Exception in /tmp/repro_built-ins__Array__prototype__concat__create-proxy.js: TypeError: function is not a constructor
[FAIL 1] built-ins/Promise/allSettled/invoke-resolve-get-error.js | Exception in /tmp/repro_built-ins__Promise__allSettled__invoke-resolve-get-error.js: The promise should be rejected, but it was resolved
[FAIL 1] built-ins/String/prototype/replace/S15.5.4.11_A1_T9.js | Exception in /tmp/repro_built-ins__String__prototype__replace__S15.5.4.11_A1_T9.js: #1: __obj = {valueOf:function(){}, toString:void 0}; function __func(a1,a2,a3){return a1+a2+a3;}; new String(__obj).replace(function(){}(),__func) === "undefined0undefined". Actual: [object Object]
[FAIL 1] built-ins/decodeURI/S15.1.3.1_A6_T1.js | Exception in /tmp/repro_built-ins__decodeURI__S15.1.3.1_A6_T1.js: #1: var object = {valueOf: function() {return "%5E"}}; decodeURI(object) === [object Object]. Actual: 
[FAIL 1] built-ins/Object/defineProperties/15.2.3.7-6-a-215.js | Exception in /tmp/repro_built-ins__Object__defineProperties__15.2.3.7-6-a-215.js: obj['0'] descriptor should not be writable
[FAIL 1] built-ins/String/prototype/indexOf/searchstring-tostring-wrapped-values.js | Exception in /tmp/repro_built-ins__String__prototype__indexOf__searchstring-tostring-wrapped-values.js: ToPrimitive: @@toPrimitive Expected SameValue(«-1», «2») to be true
[FAIL 1] built-ins/Array/prototype/concat/Array.prototype.concat_small-typed-array.js | Exception in /tmp/repro_built-ins__Array__prototype__concat__Array.prototype.concat_small-typed-array.js: TypeError: Array.prototype.map callback is not a function
[FAIL 1] built-ins/Promise/any/capability-executor-not-callable.js | Exception in /tmp/repro_built-ins__Promise__any__capability-executor-not-callable.js: executor not called at all Expected a TypeError to be thrown but no exception was thrown at all
[FAIL 1] built-ins/Function/prototype/Symbol.hasInstance/this-val-not-callable.js | Exception in /tmp/repro_built-ins__Function__prototype__Symbol.hasInstance__this-val-not-callable.js: TypeError: Cannot read properties of undefined (reading 'call')
[FAIL 1] built-ins/Date/prototype/S15.9.5_A02_T1.js | Exception in /tmp/repro_built-ins__Date__prototype__S15.9.5_A02_T1.js: TypeError: is not a function
[FAIL 1] built-ins/Object/defineProperties/15.2.3.7-6-a-249.js | Exception in /tmp/repro_built-ins__Object__defineProperties__15.2.3.7-6-a-249.js: obj['0'] value should be 12
[FAIL 1] built-ins/Function/prototype/Symbol.hasInstance/value-negative.js | Exception in /tmp/repro_built-ins__Function__prototype__Symbol.hasInstance__value-negative.js: TypeError: is not a function
[FAIL 1] built-ins/Array/prototype/forEach/15.4.4.18-7-c-i-16.js | Exception in /tmp/repro_built-ins__Array__prototype__forEach__15.4.4.18-7-c-i-16.js: testResult !== true
[FAIL 1] built-ins/Function/15.3.5.4_2-8gs.js | Exception in /tmp/repro_built-ins__Function__15.3.5.4_2-8gs.js: TypeError: is not a function
[FAIL 1] built-ins/Promise/allSettled/iter-returns-true-reject.js | Exception in /tmp/repro_built-ins__Promise__allSettled__iter-returns-true-reject.js: TypeError: is not a function
[FAIL 1] built-ins/Object/create/15.2.3.5-4-285.js | Exception in /tmp/repro_built-ins__Object__create__15.2.3.5-4-285.js: TypeError: function is not a constructor
[FAIL 1] built-ins/Object/defineProperty/15.2.3.6-4-188.js | Exception in /tmp/repro_built-ins__Object__defineProperty__15.2.3.6-4-188.js: Expected a TypeError to be thrown but no exception was thrown at all
[FAIL 1] built-ins/Array/prototype/some/15.4.4.17-2-10.js | Exception in /tmp/repro_built-ins__Array__prototype__some__15.4.4.17-2-10.js: Array.prototype.some.call(child, callbackfn1) !== true
[FAIL 1] built-ins/Array/prototype/copyWithin/call-with-boolean.js | Exception in /tmp/repro_built-ins__Array__prototype__copyWithin__call-with-boolean.js: The result of evaluating (Array.prototype.copyWithin.call(true) instanceof Boolean) is expected to be true Expected SameValue(«false», «true») to be true
[FAIL 1] built-ins/Date/prototype/setMinutes/arg-sec-to-number.js | Exception in /tmp/repro_built-ins__Date__prototype__setMinutes__arg-sec-to-number.js: TypeError: function is not a constructor
[FAIL 1] built-ins/Date/prototype/setMonth/not-a-constructor.js | Exception in /tmp/repro_built-ins__Date__prototype__setMonth__not-a-constructor.js: isConstructor invoked with a non-function value
[FAIL 1] built-ins/Array/prototype/filter/15.4.4.20-9-b-13.js | Exception in /tmp/repro_built-ins__Array__prototype__filter__15.4.4.20-9-b-13.js: newArr.length Expected SameValue(«2», «3») to be true
[FAIL 1] built-ins/Object/defineProperties/15.2.3.7-6-a-178.js | Exception in /tmp/repro_built-ins__Object__defineProperties__15.2.3.7-6-a-178.js: arr[0] Expected SameValue(«0», «12») to be true
[FAIL 1] built-ins/Promise/all/invoke-resolve-error-reject.js | Exception in /tmp/repro_built-ins__Promise__all__invoke-resolve-error-reject.js: The promise should not be fulfilled.
